Idx;time (epoch);deltaT;deltaDist (km);deltaT(2);cog;sog (kn)
779;1680433592000;;;;;0.131
808;1680433594000;2000;0.007481;=(B3-B2);;0.051
821;1680433595000;1000;0.002579;=(B4-B3);;0.047
837;1680433596000;1000;0.000584;=(B5-B4);;0.069
850;1680433597000;1000;0.000757;=(B6-B5);;0.031
866;1680433598000;1000;0.001212;=(B7-B6);;0.059
879;1680433599000;1000;0.000119;=(B8-B7);;0.024
895;1680433600000;1000;0.000411;=(B9-B8);;0.012
908;1680433601000;1000;0.000061;=(B10-B9);;0.064
924;1680433602000;1000;0.000284;=(B11-B10);;0.111
937;1680433603000;1000;0.000031;=(B12-B11);;0.015
950;1680433604000;1000;0.000262;=(B13-B12);;0.139
966;1680433605000;1000;0.000233;=(B14-B13);;0.049
979;1680433606000;1000;0.000427;=(B15-B14);;0.036
995;1680433607000;1000;0.000174;=(B16-B15);;0.076
1008;1680433608000;1000;0.000356;=(B17-B16);;0.038
1024;1680433609000;1000;0.000186;=(B18-B17);;0.057
1037;1680433610000;1000;0.000145;=(B19-B18);;0.173
1053;1680433611000;1000;0.000151;=(B20-B19);;0.059
1066;1680433612000;1000;0.000260;=(B21-B20);;0.061
1082;1680433613000;1000;0.000188;=(B22-B21);;0.044
1095;1680433614000;1000;0.000166;=(B23-B22);;0.061
1111;1680433615000;1000;0.000208;=(B24-B23);;0.066
1124;1680433616000;1000;0.000146;=(B25-B24);;0.027
1140;1680433617000;1000;0.000084;=(B26-B25);;0.028
1153;1680433618000;1000;0.000339;=(B27-B26);;0.215
1166;1680433619000;1000;0.000078;=(B28-B27);;0.115
1182;1680433620000;1000;0.000053;=(B29-B28);;0.036
1195;1680433621000;1000;0.000053;=(B30-B29);;0.116
1211;1680433622000;1000;0.000158;=(B31-B30);;0.067
1224;1680433623000;1000;0.000037;=(B32-B31);;0.072
1240;1680433624000;1000;0.000171;=(B33-B32);;0.105
1253;1680433625000;1000;0.000095;=(B34-B33);;0.04
1269;1680433626000;1000;0.000196;=(B35-B34);;0.1
1282;1680433627000;1000;0.000216;=(B36-B35);;0.085
1298;1680433628000;1000;0.000310;=(B37-B36);;0.108
1311;1680433629000;1000;0.000075;=(B38-B37);;0.052
1327;1680433630000;1000;0.000151;=(B39-B38);;0.129
1340;1680433631000;1000;0.000075;=(B40-B39);;0.18
1356;1680433632000;1000;0.000045;=(B41-B40);;0.081
1369;1680433633000;1000;0.000353;=(B42-B41);;0.842
1382;1680433634000;1000;0.000331;=(B43-B42);;0.803
1398;1680433635000;1000;0.000586;=(B44-B43);;1.184
1411;1680433636000;1000;0.000336;=(B45-B44);;0.809
1427;1680433637000;1000;0.000088;=(B46-B45);;0.568
1440;1680433638000;1000;0.000073;=(B47-B46);;0.575
1456;1680433639000;1000;0.000479;=(B48-B47);;1.266
1469;1680433640000;1000;0.000525;=(B49-B48);;0.025
1485;1680433641000;1000;0.000409;=(B50-B49);;0.142
1498;1680433642000;1000;0.000251;=(B51-B50);;0.098
1514;1680433643000;1000;0.000249;=(B52-B51);;0.025
1527;1680433644000;1000;0.000205;=(B53-B52);;0.109
1543;1680433645000;1000;0.000399;=(B54-B53);;0.017
1556;1680433646000;1000;0.000378;=(B55-B54);;0.015
1614;1680433650000;4000;0.012865;=(B56-B55);;0.054
1627;1680433651000;1000;0.000216;=(B57-B56);;0.049
1643;1680433652000;1000;0.000261;=(B58-B57);;0.066
1656;1680433653000;1000;0.009856;=(B59-B58);;0.123
1672;1680433654000;1000;0.002397;=(B60-B59);;0.127
1685;1680433655000;1000;0.001096;=(B61-B60);;0.135
1701;1680433656000;1000;0.000483;=(B62-B61);;0.069
1714;1680433657000;1000;0.000766;=(B63-B62);;0.161
1730;1680433658000;1000;0.000613;=(B64-B63);;0.106
1743;1680433659000;1000;0.001197;=(B65-B64);;0.078
1759;1680433660000;1000;0.000505;=(B66-B65);;0.099
1772;1680433661000;1000;0.000316;=(B67-B66);;0.153
1788;1680433662000;1000;0.000374;=(B68-B67);;0.056
1801;1680433663000;1000;0.000769;=(B69-B68);;0.095
1817;1680433664000;1000;0.000353;=(B70-B69);;0.202
1830;1680433665000;1000;0.000078;=(B71-B70);;0.264
1843;1680433666000;1000;0.000067;=(B72-B71);;0.27
1859;1680433667000;1000;0.000196;=(B73-B72);;0.156
1872;1680433668000;1000;0.000171;=(B74-B73);;0.103
1888;1680433669000;1000;0.000183;=(B75-B74);;0.15
1902;1680433670000;1000;0.000505;=(B76-B75);;0.228
1919;1680433671000;1000;0.000153;=(B77-B76);;0.182
1933;1680433672000;1000;0.000742;=(B78-B77);;0.144
1950;1680433673000;1000;0.000206;=(B79-B78);;0.275
1964;1680433674000;1000;0.000157;=(B80-B79);;0.104
1981;1680433675000;1000;0.000169;=(B81-B80);;0.16
1995;1680433676000;1000;0.000093;=(B82-B81);;0.249
2012;1680433677000;1000;0.000078;=(B83-B82);;0.196
2026;1680433678000;1000;0.000139;=(B84-B83);;0.173
2043;1680433679000;1000;0.000157;=(B85-B84);;0.056
2057;1680433680000;1000;0.000045;=(B86-B85);;0.145
2071;1680433681000;1000;0.000100;=(B87-B86);;0.273
2088;1680433682000;1000;0.000235;=(B88-B87);;0.122
2102;1680433683000;1000;0.000150;=(B89-B88);;0.085
2119;1680433684000;1000;0.000233;=(B90-B89);;0.207
2133;1680433685000;1000;0.000272;=(B91-B90);;0.106
2150;1680433686000;1000;0.000097;=(B92-B91);;0.114
2164;1680433687000;1000;0.000062;=(B93-B92);;0.212
2181;1680433688000;1000;0.000200;=(B94-B93);;0.124
2195;1680433689000;1000;0.000075;=(B95-B94);;0.119
2212;1680433690000;1000;0.000166;=(B96-B95);;0.127
2226;1680433691000;1000;0.000038;=(B97-B96);;0.119
2243;1680433692000;1000;0.000115;=(B98-B97);;0.187
2257;1680433693000;1000;0.000094;=(B99-B98);;0.159
2274;1680433694000;1000;0.000112;=(B100-B99);;0.081
2288;1680433695000;1000;0.000013;=(B101-B100);;0.149
2305;1680433696000;1000;0.000078;=(B102-B101);;0.116
2319;1680433697000;1000;0.000031;=(B103-B102);;0.113
2333;1680433698000;1000;0.000039;=(B104-B103);;0.059
2350;1680433699000;1000;0.000094;=(B105-B104);;0.016
2364;1680433700000;1000;0.000042;=(B106-B105);;0.063
2381;1680433701000;1000;0.000057;=(B107-B106);;0.011
2395;1680433702000;1000;0.000172;=(B108-B107);;0.241
2412;1680433703000;1000;0.000078;=(B109-B108);;0.169
2426;1680433704000;1000;0.000022;=(B110-B109);;0.294
2443;1680433705000;1000;0.000057;=(B111-B110);;0.098
2457;1680433706000;1000;0.000075;=(B112-B111);;0.121
2474;1680433707000;1000;0.000057;=(B113-B112);;0.06
2488;1680433708000;1000;0.000042;=(B114-B113);;0.158
2505;1680433709000;1000;0.000075;=(B115-B114);;0.106
2519;1680433710000;1000;0.000167;=(B116-B115);;0.055
2536;1680433711000;1000;0.000171;=(B117-B116);;0.092
2550;1680433712000;1000;0.000148;=(B118-B117);;0.034
2564;1680433713000;1000;0.000022;=(B119-B118);;0.096
2581;1680433714000;1000;0.000042;=(B120-B119);;0.044
2595;1680433715000;1000;0.000074;=(B121-B120);;0.014
2612;1680433716000;1000;0.000149;=(B122-B121);;0.121
2626;1680433717000;1000;0.000078;=(B123-B122);;0.086
2643;1680433718000;1000;0.000022;=(B124-B123);;0.082
2657;1680433719000;1000;0.000037;=(B125-B124);;0.033
2674;1680433720000;1000;0.000096;=(B126-B125);;0.063
2688;1680433721000;1000;0.000050;=(B127-B126);;0.174
2705;1680433722000;1000;0.000050;=(B128-B127);;0.123
2719;1680433723000;1000;0.000105;=(B129-B128);;0.039
2736;1680433724000;1000;0.000151;=(B130-B129);;0.043
2750;1680433725000;1000;0.000130;=(B131-B130);;0.059
2767;1680433726000;1000;0.000067;=(B132-B131);;0.098
2781;1680433727000;1000;0.000083;=(B133-B132);;0.204
2795;1680433728000;1000;0.000031;=(B134-B133);;0.048
2812;1680433729000;1000;0.000053;=(B135-B134);;0.066
2826;1680433730000;1000;0.000031;=(B136-B135);;0.028
2843;1680433731000;1000;0.000022;=(B137-B136);;0.08
2857;1680433732000;1000;0.000167;=(B138-B137);;0.138
2874;1680433733000;1000;0.000267;=(B139-B138);;0.082
2888;1680433734000;1000;0.000372;=(B140-B139);;0.07
2905;1680433735000;1000;0.000157;=(B141-B140);;0.047
2919;1680433736000;1000;0.000231;=(B142-B141);;0.022
2936;1680433737000;1000;0.000056;=(B143-B142);;0.11
2950;1680433738000;1000;0.000270;=(B144-B143);;0.09
2967;1680433739000;1000;0.000013;=(B145-B144);;0.018
2981;1680433740000;1000;0.000084;=(B146-B145);;0.038
2998;1680433741000;1000;0.000139;=(B147-B146);;0.061
3012;1680433742000;1000;0.000093;=(B148-B147);;0.011
3029;1680433743000;1000;0.000019;=(B149-B148);;0.049
3043;1680433744000;1000;0.000114;=(B150-B149);;0.1
3057;1680433745000;1000;0.000042;=(B151-B150);;0.015
3074;1680433746000;1000;0.000037;=(B152-B151);;0.076
3088;1680433747000;1000;0.000074;=(B153-B152);;0.074
3105;1680433748000;1000;0.000083;=(B154-B153);;0.067
3119;1680433749000;1000;0.000039;=(B155-B154);;0.07
3136;1680433750000;1000;0.000167;=(B156-B155);;0.015
3150;1680433751000;1000;0.000022;=(B157-B156);;0.054
3167;1680433752000;1000;0.000037;=(B158-B157);;0.008
3181;1680433753000;1000;0.000105;=(B159-B158);;0.058
3198;1680433754000;1000;0.000139;=(B160-B159);;0.041
3212;1680433755000;1000;0.000357;=(B161-B160);;0.079
3229;1680433756000;1000;0.000125;=(B162-B161);;0.088
3243;1680433757000;1000;0.000045;=(B163-B162);;0.068
3260;1680433758000;1000;0.000209;=(B164-B163);;0.084
3274;1680433759000;1000;0.000097;=(B165-B164);;0.056
3288;1680433760000;1000;0.000128;=(B166-B165);;0.09
3305;1680433761000;1000;0.000106;=(B167-B166);;0.009
3319;1680433762000;1000;0.000077;=(B168-B167);;0.128
3336;1680433763000;1000;0.000067;=(B169-B168);;0.098
3350;1680433764000;1000;0.000075;=(B170-B169);;0.06
3367;1680433765000;1000;0.000115;=(B171-B170);;0.021
3381;1680433766000;1000;0.000132;=(B172-B171);;0.062
3398;1680433767000;1000;0.000090;=(B173-B172);;0.144
3412;1680433768000;1000;0.000225;=(B174-B173);;0.061
3429;1680433769000;1000;0.000039;=(B175-B174);;0.079
3443;1680433770000;1000;0.000145;=(B176-B175);;0.032
3460;1680433771000;1000;0.000062;=(B177-B176);;0.05
3474;1680433772000;1000;0.000073;=(B178-B177);;0.046
3491;1680433773000;1000;0.000145;=(B179-B178);;0.084
3505;1680433774000;1000;0.000039;=(B180-B179);;0.012
3519;1680433775000;1000;0.000167;=(B181-B180);;0.062
3536;1680433776000;1000;0.000038;=(B182-B181);;0.113
3550;1680433777000;1000;0.000039;=(B183-B182);;0.042
3567;1680433778000;1000;0.000075;=(B184-B183);;0.037
3581;1680433779000;1000;0.000244;=(B185-B184);;0.037
3598;1680433780000;1000;0.000037;=(B186-B185);;0.049
3612;1680433781000;1000;0.000063;=(B187-B186);;0.011
3629;1680433782000;1000;0.000077;=(B188-B187);;0.147
3643;1680433783000;1000;0.000050;=(B189-B188);;0.025
3660;1680433784000;1000;0.000112;=(B190-B189);;0.094
3674;1680433785000;1000;0.000183;=(B191-B190);;0.014
3691;1680433786000;1000;0.000025;=(B192-B191);;0.072
3705;1680433787000;1000;0.000025;=(B193-B192);;0.068
3722;1680433788000;1000;0.000022;=(B194-B193);;0.135
3736;1680433789000;1000;0.000057;=(B195-B194);;0.054
3753;1680433790000;1000;0.000057;=(B196-B195);;0.044
3767;1680433791000;1000;0.000039;=(B197-B196);;0.046
3781;1680433792000;1000;0.000139;=(B198-B197);;0.067
3798;1680433793000;1000;0.000093;=(B199-B198);;0.045
3812;1680433794000;1000;0.000097;=(B200-B199);;0.062
3829;1680433795000;1000;0.000167;=(B201-B200);;0.055
3843;1680433796000;1000;0.000206;=(B202-B201);;0.178
3860;1680433797000;1000;0.000075;=(B203-B202);;0.02
3874;1680433798000;1000;0.000022;=(B204-B203);;0.066
3891;1680433799000;1000;0.000067;=(B205-B204);;0.07
3905;1680433800000;1000;0.000151;=(B206-B205);;0.003
3922;1680433801000;1000;0.000284;=(B207-B206);;0.036
3936;1680433802000;1000;0.000065;=(B208-B207);;0.097
3953;1680433803000;1000;0.000045;=(B209-B208);;0.114
3967;1680433804000;1000;0.000187;=(B210-B209);;0.069
3984;1680433805000;1000;0.000031;=(B211-B210);;0.078
3998;1680433806000;1000;0.000022;=(B212-B211);;0.112
4012;1680433807000;1000;0.000297;=(B213-B212);;0.155
4029;1680433808000;1000;0.000096;=(B214-B213);;0.157
4043;1680433809000;1000;0.000075;=(B215-B214);;0.018
4060;1680433810000;1000;0.000112;=(B216-B215);;0.076
4074;1680433811000;1000;0.000083;=(B217-B216);;0.006
4091;1680433812000;1000;0.000250;=(B218-B217);;0.1
4105;1680433813000;1000;0.000062;=(B219-B218);;0.173
4122;1680433814000;1000;0.000097;=(B220-B219);;0.094
4136;1680433815000;1000;0.000022;=(B221-B220);;0.046
4153;1680433816000;1000;0.000067;=(B222-B221);;0.05
4167;1680433817000;1000;0.000093;=(B223-B222);;0.076
4184;1680433818000;1000;0.000013;=(B224-B223);;0.03
4198;1680433819000;1000;0.000061;=(B225-B224);;0.049
4215;1680433820000;1000;0.000075;=(B226-B225);;0.079
4229;1680433821000;1000;0.000013;=(B227-B226);;0.034
4243;1680433822000;1000;0.000039;=(B228-B227);;0.13
4260;1680433823000;1000;0.000037;=(B229-B228);;0.133
4274;1680433824000;1000;0.000105;=(B230-B229);;0.027
4291;1680433825000;1000;0.000075;=(B231-B230);;0.065
4305;1680433826000;1000;0.000062;=(B232-B231);;0.065
4322;1680433827000;1000;0.000117;=(B233-B232);;0.077
4336;1680433828000;1000;0.000105;=(B234-B233);;0.093
4353;1680433829000;1000;0.000201;=(B235-B234);;0.155
4367;1680433830000;1000;0.000303;=(B236-B235);;0.688
4384;1680433831000;1000;0.000112;=(B237-B236);;0.113
4398;1680433832000;1000;0.000164;=(B238-B237);;0.179
4415;1680433833000;1000;0.000053;=(B239-B238);;0.136
4429;1680433834000;1000;0.000135;=(B240-B239);;0.094
4446;1680433835000;1000;0.000107;=(B241-B240);;0.077
4460;1680433836000;1000;0.000053;=(B242-B241);;0.047
4477;1680433837000;1000;0.000077;=(B243-B242);;0.036
4491;1680433838000;1000;0.000178;=(B244-B243);;0.084
4505;1680433839000;1000;0.000242;=(B245-B244);;0.026
4522;1680433840000;1000;0.000042;=(B246-B245);;0.038
4536;1680433841000;1000;0.000114;=(B247-B246);;0.015
4553;1680433842000;1000;0.000115;=(B248-B247);;0.153
4567;1680433843000;1000;0.000039;=(B249-B248);;0.066
4584;1680433844000;1000;0.000053;=(B250-B249);;0.061
4598;1680433845000;1000;0.000013;=(B251-B250);;0.061
4615;1680433846000;1000;0.000112;=(B252-B251);;0.119
4629;1680433847000;1000;0.000022;=(B253-B252);;0.088
4646;1680433848000;1000;0.000022;=(B254-B253);;0.025
4660;1680433849000;1000;0.000031;=(B255-B254);;0.112
4677;1680433850000;1000;0.000057;=(B256-B255);;0.048
4691;1680433851000;1000;0.000045;=(B257-B256);;0.029
4708;1680433852000;1000;0.000019;=(B258-B257);;0.024
4722;1680433853000;1000;0.000094;=(B259-B258);;0.036
4736;1680433854000;1000;0.000111;=(B260-B259);;0.082
4753;1680433855000;1000;0.000077;=(B261-B260);;0.088
4767;1680433856000;1000;0.000031;=(B262-B261);;0.109
4784;1680433857000;1000;0.000114;=(B263-B262);;0.03
4798;1680433858000;1000;0.000031;=(B264-B263);;0.061
4815;1680433859000;1000;0.000038;=(B265-B264);;0.072
4829;1680433860000;1000;0.000075;=(B266-B265);;0.278
4846;1680433861000;1000;0.000073;=(B267-B266);;0.141
4860;1680433862000;1000;0.000062;=(B268-B267);;0.043
4877;1680433863000;1000;0.000148;=(B269-B268);;0.313
4891;1680433864000;1000;0.000042;=(B270-B269);;0.128
4908;1680433865000;1000;0.000053;=(B271-B270);;0.183
4922;1680433866000;1000;0.000083;=(B272-B271);;0.078
4939;1680433867000;1000;0.000297;=(B273-B272);;0.035
4953;1680433868000;1000;0.000139;=(B274-B273);;0.061
4967;1680433867000;-1000;0.000075;=(B275-B274);;0.147
4984;1680433868000;1000;0.000112;=(B276-B275);;0.084
4998;1680433869000;1000;0.000142;=(B277-B276);;0.071
5015;1680433870000;1000;0.000063;=(B278-B277);;0.038
5029;1680433871000;1000;0.000093;=(B279-B278);;0.059
5046;1680433872000;1000;0.000144;=(B280-B279);;0.237
5060;1680433873000;1000;0.000249;=(B281-B280);;0.777
5077;1680433874000;1000;0.000231;=(B282-B281);;0.178
5091;1680433875000;1000;0.000149;=(B283-B282);;0.039
5108;1680433876000;1000;0.000093;=(B284-B283);;0.045
5122;1680433877000;1000;0.000171;=(B285-B284);;0.294
5139;1680433878000;1000;0.000360;=(B286-B285);;0.747
5153;1680433879000;1000;0.000061;=(B287-B286);;0.13
5170;1680433880000;1000;0.000427;=(B288-B287);;0.642
5184;1680433881000;1000;0.000204;=(B289-B288);;0.191
5198;1680433882000;1000;0.000318;=(B290-B289);;0.493
5215;1680433883000;1000;0.000279;=(B291-B290);;0.244
5229;1680433884000;1000;0.000149;=(B292-B291);;0.059
5246;1680433885000;1000;0.000298;=(B293-B292);;0.445
5260;1680433886000;1000;0.000100;=(B294-B293);;0.171
5277;1680433887000;1000;0.000057;=(B295-B294);;0.052
5291;1680433888000;1000;0.000819;=(B296-B295);8.77;1.284
5308;1680433889000;1000;0.000488;=(B297-B296);;0.774
5322;1680433890000;1000;0.000075;=(B298-B297);;0.242
5339;1680433891000;1000;0.000305;=(B299-B298);;0.529
5353;1680433892000;1000;0.000013;=(B300-B299);;0.074
5370;1680433893000;1000;0.000204;=(B301-B300);;0.318
5384;1680433894000;1000;0.000153;=(B302-B301);;0.511
5401;1680433895000;1000;0.000045;=(B303-B302);;0.38
5415;1680433896000;1000;0.000151;=(B304-B303);;0.117
5432;1680433897000;1000;0.000306;=(B305-B304);;0.564
5446;1680433898000;1000;0.000112;=(B306-B305);;0.516
5460;1680433899000;1000;0.000169;=(B307-B306);;0.846
5477;1680433900000;1000;0.000090;=(B308-B307);;0.361
5491;1680433901000;1000;0.000142;=(B309-B308);;0.051
5508;1680433902000;1000;0.000570;=(B310-B309);;0.015
5522;1680433903000;1000;0.000192;=(B311-B310);;0.087
5539;1680433904000;1000;0.000484;=(B312-B311);;0.162
5553;1680433905000;1000;0.000077;=(B313-B312);;0.355
5570;1680433906000;1000;0.000396;=(B314-B313);;0.074
5584;1680433907000;1000;0.000229;=(B315-B314);;0.195
5601;1680433908000;1000;0.000296;=(B316-B315);;0.049
5615;1680433909000;1000;0.000262;=(B317-B316);;0.124
5632;1680433910000;1000;0.000334;=(B318-B317);;0.053
5646;1680433911000;1000;0.000149;=(B319-B318);;0.036
5663;1680433912000;1000;0.000084;=(B320-B319);;0.02
5677;1680433913000;1000;0.000179;=(B321-B320);;0.281
5691;1680433914000;1000;0.000190;=(B322-B321);;0.173
5708;1680433915000;1000;0.000201;=(B323-B322);;0.022
5722;1680433916000;1000;0.000106;=(B324-B323);;0.121
5739;1680433917000;1000;0.000210;=(B325-B324);;0.326
5753;1680433918000;1000;0.000073;=(B326-B325);;0.044
5770;1680433919000;1000;0.000231;=(B327-B326);;0.086
5784;1680433920000;1000;0.000167;=(B328-B327);;0.118
5801;1680433921000;1000;0.000078;=(B329-B328);;0.188
5815;1680433922000;1000;0.000100;=(B330-B329);;0.072
5832;1680433923000;1000;0.000045;=(B331-B330);;0.107
5846;1680433924000;1000;0.000135;=(B332-B331);;0.145
5863;1680433925000;1000;0.000113;=(B333-B332);;0.083
5877;1680433926000;1000;0.000139;=(B334-B333);;0.11
5894;1680433927000;1000;0.000227;=(B335-B334);;0.116
5908;1680433928000;1000;0.000183;=(B336-B335);;0.198
5925;1680433929000;1000;0.000025;=(B337-B336);;0.036
5939;1680433930000;1000;0.000151;=(B338-B337);;0.041
5953;1680433931000;1000;0.000093;=(B339-B338);;0.086
5970;1680433932000;1000;0.000083;=(B340-B339);;0.224
5984;1680433933000;1000;0.000183;=(B341-B340);;0.113
6001;1680433934000;1000;0.000122;=(B342-B341);;0.129
6015;1680433935000;1000;0.000371;=(B343-B342);;0.144
6032;1680433936000;1000;0.000235;=(B344-B343);;0.136
6046;1680433937000;1000;0.000235;=(B345-B344);;0.417
6063;1680433938000;1000;0.000139;=(B346-B345);;0.149
6077;1680433939000;1000;0.000132;=(B347-B346);;0.137
6094;1680433940000;1000;0.000166;=(B348-B347);;0.184
6108;1680433941000;1000;0.000119;=(B349-B348);;0.166
6125;1680433942000;1000;0.000217;=(B350-B349);;0.042
6139;1680433943000;1000;0.000205;=(B351-B350);;0.073
6156;1680433944000;1000;0.000266;=(B352-B351);;0.092
6170;1680433945000;1000;0.000189;=(B353-B352);;0.165
6184;1680433946000;1000;0.000376;=(B354-B353);;0.076
6201;1680433947000;1000;0.000318;=(B355-B354);;0.057
6215;1680433948000;1000;0.000150;=(B356-B355);;0.109
6232;1680433949000;1000;0.000196;=(B357-B356);;0.032
6246;1680433950000;1000;0.000189;=(B358-B357);;0.76
6263;1680433951000;1000;0.000067;=(B359-B358);;0.343
6277;1680433952000;1000;0.000464;=(B360-B359);7.05;1.163
6294;1680433953000;1000;0.000130;=(B361-B360);;0.656
6308;1680433954000;1000;0.000186;=(B362-B361);;0.13
6325;1680433955000;1000;0.000130;=(B363-B362);;0.456
6339;1680433956000;1000;0.000149;=(B364-B363);;0.458
6356;1680433957000;1000;0.000223;=(B365-B364);;0.624
6370;1680433958000;1000;0.000224;=(B366-B365);;0.748
6387;1680433959000;1000;0.000031;=(B367-B366);;0.476
6401;1680433960000;1000;0.000261;=(B368-B367);;0.139
6415;1680433961000;1000;0.000078;=(B369-B368);;0.108
6432;1680433962000;1000;0.000169;=(B370-B369);;0.247
6446;1680433963000;1000;0.000022;=(B371-B370);;0.219
6463;1680433964000;1000;0.000338;=(B372-B371);;0.312
6477;1680433965000;1000;0.000042;=(B373-B372);;0.119
6494;1680433966000;1000;0.000106;=(B374-B373);;0.065
6508;1680433967000;1000;0.000278;=(B375-B374);;0.351
6525;1680433968000;1000;0.000301;=(B376-B375);;0.512
6539;1680433969000;1000;0.000075;=(B377-B376);;0.1
6556;1680433970000;1000;0.000132;=(B378-B377);;0.405
6570;1680433971000;1000;0.000447;=(B379-B378);;0.239
6587;1680433972000;1000;0.000134;=(B380-B379);;0.107
6601;1680433973000;1000;0.000204;=(B381-B380);;0.281
6618;1680433974000;1000;0.000617;=(B382-B381);;0.353
6632;1680433975000;1000;0.000635;=(B383-B382);;0.295
6649;1680433976000;1000;0.000299;=(B384-B383);;0.697
6663;1680433977000;1000;0.000687;=(B385-B384);;0.045
6677;1680433978000;1000;0.000817;=(B386-B385);;0.251
6694;1680433979000;1000;0.000617;=(B387-B386);;0.156
6708;1680433980000;1000;0.000501;=(B388-B387);;0.052
6725;1680433981000;1000;0.000485;=(B389-B388);;0.169
6739;1680433982000;1000;0.000132;=(B390-B389);;0.355
6756;1680433983000;1000;0.000688;=(B391-B390);;0.02
6770;1680433984000;1000;0.000360;=(B392-B391);;0.166
6787;1680433985000;1000;0.000651;=(B393-B392);;0.039
6801;1680433986000;1000;0.000410;=(B394-B393);;0.058
6818;1680433987000;1000;0.000342;=(B395-B394);;0.11
6832;1680433988000;1000;0.000178;=(B396-B395);;0.142
6849;1680433989000;1000;0.000169;=(B397-B396);;0.144
6863;1680433990000;1000;0.000084;=(B398-B397);;0.497
6880;1680433991000;1000;0.000056;=(B399-B398);;0.12
6894;1680433992000;1000;0.000511;=(B400-B399);;0.535
6908;1680433993000;1000;0.000195;=(B401-B400);;0.281
6925;1680433994000;1000;0.000112;=(B402-B401);;0.47
6939;1680433995000;1000;0.000178;=(B403-B402);;0.293
6956;1680433996000;1000;0.000196;=(B404-B403);;0.674
6970;1680433997000;1000;0.000117;=(B405-B404);;0.127
6987;1680433998000;1000;0.000122;=(B406-B405);;0.368
7001;1680433999000;1000;0.000231;=(B407-B406);;0.22
7018;1680434000000;1000;0.000151;=(B408-B407);;0.119
7032;1680434001000;1000;0.000153;=(B409-B408);;0.2
7049;1680434002000;1000;0.000038;=(B410-B409);;0.069
7063;1680434003000;1000;0.000053;=(B411-B410);;0.101
7080;1680434004000;1000;0.000039;=(B412-B411);;0.276
7094;1680434005000;1000;0.000053;=(B413-B412);;0.151
7111;1680434006000;1000;0.000279;=(B414-B413);;0.734
7125;1680434007000;1000;0.000192;=(B415-B414);;0.385
7139;1680434008000;1000;0.000223;=(B416-B415);;0.119
7156;1680434009000;1000;0.000172;=(B417-B416);;0.367
7170;1680434010000;1000;0.000600;=(B418-B417);83.95;1.393
7187;1680434011000;1000;0.000149;=(B419-B418);;0.563
7201;1680434012000;1000;0.000208;=(B420-B419);;0.525
7218;1680434013000;1000;0.000644;=(B421-B420);;0.317
7232;1680434014000;1000;0.000692;=(B422-B421);;0.274
7249;1680434015000;1000;0.000322;=(B423-B422);;0.1
7263;1680434016000;1000;0.000430;=(B424-B423);;0.294
7280;1680434017000;1000;0.000125;=(B425-B424);;0.348
7294;1680434018000;1000;0.000078;=(B426-B425);;0.139
7311;1680434019000;1000;0.000094;=(B427-B426);;0.324
7325;1680434020000;1000;0.000112;=(B428-B427);;0.345
7342;1680434021000;1000;0.000270;=(B429-B428);;0.296
7356;1680434022000;1000;0.000335;=(B430-B429);;0.239
7373;1680434023000;1000;0.000708;=(B431-B430);;0.023
7387;1680434024000;1000;0.000280;=(B432-B431);;0.19
7401;1680434025000;1000;0.000208;=(B433-B432);;0.024
7418;1680434026000;1000;0.000225;=(B434-B433);;0.099
7432;1680434027000;1000;0.000075;=(B435-B434);;0.274
7449;1680434028000;1000;0.000078;=(B436-B435);;0.046
7463;1680434029000;1000;0.000229;=(B437-B436);;0.109
7480;1680434030000;1000;0.000191;=(B438-B437);;0.012
7494;1680434031000;1000;0.000270;=(B439-B438);;0.094
7511;1680434032000;1000;0.000128;=(B440-B439);;0.192
7525;1680434033000;1000;0.000115;=(B441-B440);;0.127
7542;1680434034000;1000;0.000128;=(B442-B441);;0.342
7556;1680434035000;1000;0.000100;=(B443-B442);;0.268
7573;1680434036000;1000;0.000128;=(B444-B443);;0.078
7587;1680434037000;1000;0.000135;=(B445-B444);;0.109
7604;1680434038000;1000;0.000037;=(B446-B445);;0.176
7618;1680434039000;1000;0.000094;=(B447-B446);;0.093
7632;1680434040000;1000;0.000077;=(B448-B447);;0.161
7649;1680434041000;1000;0.000130;=(B449-B448);;0.261
7663;1680434042000;1000;0.000045;=(B450-B449);;0.022
7680;1680434043000;1000;0.000336;=(B451-B450);;0.697
7694;1680434044000;1000;0.000260;=(B452-B451);;0.437
7711;1680434045000;1000;0.000112;=(B453-B452);;0.08
7725;1680434046000;1000;0.000204;=(B454-B453);;0.157
7742;1680434047000;1000;0.000106;=(B455-B454);;0.084
7756;1680434048000;1000;0.000022;=(B456-B455);;0.018
7773;1680434049000;1000;0.000053;=(B457-B456);;0.149
7787;1680434050000;1000;0.000045;=(B458-B457);;0.038
7804;1680434051000;1000;0.000105;=(B459-B458);;0.084
7818;1680434052000;1000;0.000045;=(B460-B459);;0.044
7835;1680434053000;1000;0.000135;=(B461-B460);;0.171
7849;1680434054000;1000;0.000114;=(B462-B461);;0.077
7863;1680434055000;1000;0.000038;=(B463-B462);;0.139
7880;1680434056000;1000;0.000093;=(B464-B463);;0.239
7894;1680434057000;1000;0.000324;=(B465-B464);;0.416
7911;1680434058000;1000;0.000112;=(B466-B465);;0.1
