Idx;time (epoch);deltaT;deltaDist (km);deltaT(2);cog;sog (kn)
124241;1680441159000;1000;0.002185;=(B7564-B7563);338.43;4.278
124259;1680441160000;1000;0.002109;=(B7565-B7564);338.5;4.267
124274;1680441161000;1000;0.002206;=(B7566-B7565);338.7;4.383
124289;1680441162000;1000;0.002311;=(B7567-B7566);338.15;4.417
124307;1680441163000;1000;0.002324;=(B7568-B7567);338.59;4.479
124322;1680441164000;1000;0.002319;=(B7569-B7568);339.39;4.506
124340;1680441165000;1000;0.002327;=(B7570-B7569);339.42;4.44
124355;1680441166000;1000;0.002285;=(B7571-B7570);338.46;4.361
124373;1680441167000;1000;0.002199;=(B7572-B7571);338.63;4.425
124388;1680441168000;1000;0.002222;=(B7573-B7572);339.85;4.45
124406;1680441169000;1000;0.002262;=(B7574-B7573);340.38;4.446
124421;1680441170000;1000;0.002324;=(B7575-B7574);341.45;4.477
124439;1680441171000;1000;0.002244;=(B7576-B7575);341.12;4.399
124454;1680441172000;1000;0.002263;=(B7577-B7576);342.13;4.41
124472;1680441173000;1000;0.002288;=(B7578-B7577);341.64;4.524
124487;1680441174000;1000;0.002398;=(B7579-B7578);342.15;4.533
124505;1680441175000;1000;0.002288;=(B7580-B7579);342.58;4.403
124520;1680441176000;1000;0.002274;=(B7581-B7580);343.42;4.409
124535;1680441177000;1000;0.002299;=(B7582-B7581);343.28;4.433
124553;1680441178000;1000;0.002270;=(B7583-B7582);343.75;4.373
124568;1680441179000;1000;0.002245;=(B7584-B7583);343.27;4.255
124586;1680441180000;1000;0.002263;=(B7585-B7584);343.51;4.257
124601;1680441181000;1000;0.002238;=(B7586-B7585);343.43;4.24
124619;1680441182000;1000;0.002238;=(B7587-B7586);344.07;4.27
124634;1680441183000;1000;0.002206;=(B7588-B7587);343.79;4.145
124652;1680441184000;1000;0.002213;=(B7589-B7588);344.07;4.231
124667;1680441185000;1000;0.002249;=(B7590-B7589);344.0;4.22
124685;1680441186000;1000;0.002241;=(B7591-B7590);344.18;4.314
124700;1680441187000;1000;0.002195;=(B7592-B7591);343.44;4.152
124718;1680441188000;1000;0.002167;=(B7593-B7592);342.89;4.126
124733;1680441189000;1000;0.002227;=(B7594-B7593);343.37;4.165
124751;1680441190000;1000;0.002206;=(B7595-B7594);342.95;4.066
124766;1680441191000;1000;0.002189;=(B7596-B7595);343.98;4.08
124781;1680441192000;1000;0.002177;=(B7597-B7596);344.01;4.074
124799;1680441193000;1000;0.002135;=(B7598-B7597);344.19;4.045
124814;1680441194000;1000;0.002099;=(B7599-B7598);343.9;4.009
124832;1680441195000;1000;0.002060;=(B7600-B7599);343.02;3.95
124847;1680441196000;1000;0.002075;=(B7601-B7600);342.33;3.883
124865;1680441197000;1000;0.001984;=(B7602-B7601);341.67;3.89
124880;1680441198000;1000;0.001996;=(B7603-B7602);343.14;3.923
124898;1680441199000;1000;0.001996;=(B7604-B7603);342.84;3.891
124913;1680441200000;1000;0.001958;=(B7605-B7604);343.11;3.868
124931;1680441201000;1000;0.002015;=(B7606-B7605);342.52;3.746
124946;1680441202000;1000;0.001953;=(B7607-B7606);341.87;3.747
124964;1680441203000;1000;0.001927;=(B7608-B7607);341.88;3.755
124979;1680441204000;1000;0.001775;=(B7609-B7608);340.8;3.484
124997;1680441205000;1000;0.001836;=(B7610-B7609);340.86;3.526
125012;1680441206000;1000;0.001907;=(B7611-B7610);342.48;3.657
125027;1680441207000;1000;0.001889;=(B7612-B7611);342.98;3.715
125045;1680441208000;1000;0.001833;=(B7613-B7612);342.46;3.554
125060;1680441209000;1000;0.001827;=(B7614-B7613);341.57;3.542
125078;1680441210000;1000;0.001903;=(B7615-B7614);342.22;3.565
125093;1680441211000;1000;0.001843;=(B7616-B7615);343.62;3.543
125111;1680441212000;1000;0.001910;=(B7617-B7616);343.91;3.634
125126;1680441213000;1000;0.001857;=(B7618-B7617);344.21;3.664
125144;1680441214000;1000;0.001879;=(B7619-B7618);345.23;3.646
125159;1680441215000;1000;0.001900;=(B7620-B7619);345.55;3.64
125177;1680441216000;1000;0.001924;=(B7621-B7620);345.84;3.651
125192;1680441217000;1000;0.001991;=(B7622-B7621);345.74;3.741
125210;1680441218000;1000;0.001997;=(B7623-B7622);345.32;3.623
125225;1680441219000;1000;0.001933;=(B7624-B7623);345.47;3.741
125243;1680441220000;1000;0.002015;=(B7625-B7624);345.8;3.811
125258;1680441221000;1000;0.001800;=(B7626-B7625);344.56;3.674
125273;1680441222000;1000;0.001876;=(B7627-B7626);344.98;3.621
125291;1680441223000;1000;0.001879;=(B7628-B7627);344.84;3.559
125306;1680441224000;1000;0.001858;=(B7629-B7628);343.95;3.558
125324;1680441225000;1000;0.001871;=(B7630-B7629);343.09;3.609
125339;1680441226000;1000;0.001868;=(B7631-B7630);342.38;3.619
125357;1680441227000;1000;0.001893;=(B7632-B7631);340.63;3.631
125372;1680441228000;1000;0.001841;=(B7633-B7632);340.43;3.595
125390;1680441229000;1000;0.001931;=(B7634-B7633);340.41;3.65
125405;1680441230000;1000;0.001906;=(B7635-B7634);339.67;3.709
125423;1680441231000;1000;0.001984;=(B7636-B7635);339.34;3.629
125438;1680441232000;1000;0.001927;=(B7637-B7636);339.05;3.638
125456;1680441233000;1000;0.001835;=(B7638-B7637);338.41;3.557
125471;1680441234000;1000;0.001953;=(B7639-B7638);338.44;3.578
125489;1680441235000;1000;0.001875;=(B7640-B7639);338.21;3.585
125504;1680441236000;1000;0.001884;=(B7641-B7640);338.05;3.57
125519;1680441237000;1000;0.001811;=(B7642-B7641);336.15;3.486
125537;1680441238000;1000;0.001772;=(B7643-B7642);334.91;3.442
125552;1680441239000;1000;0.001840;=(B7644-B7643);335.76;3.575
125570;1680441240000;1000;0.001892;=(B7645-B7644);335.32;3.544
125585;1680441241000;1000;0.001774;=(B7646-B7645);332.92;3.452
125603;1680441242000;1000;0.001774;=(B7647-B7646);332.4;3.399
125618;1680441243000;1000;0.001739;=(B7648-B7647);329.06;3.49
125636;1680441244000;1000;0.001803;=(B7649-B7648);327.92;3.425
125651;1680441245000;1000;0.001829;=(B7650-B7649);326.65;3.393
125669;1680441246000;1000;0.001804;=(B7651-B7650);326.78;3.392
125684;1680441247000;1000;0.001782;=(B7652-B7651);326.26;3.312
125702;1680441248000;1000;0.001848;=(B7653-B7652);324.79;3.405
125717;1680441249000;1000;0.001839;=(B7654-B7653);323.23;3.385
125735;1680441250000;1000;0.001730;=(B7655-B7654);318.88;3.32
125750;1680441251000;1000;0.001637;=(B7656-B7655);315.89;3.229
125768;1680441252000;1000;0.001601;=(B7657-B7656);314.0;3.252
125783;1680441253000;1000;0.001634;=(B7658-B7657);311.74;3.262
125798;1680441254000;1000;0.001588;=(B7659-B7658);307.54;3.214
125816;1680441255000;1000;0.001588;=(B7660-B7659);302.5;3.139
125831;1680441256000;1000;0.001618;=(B7661-B7660);302.74;3.275
125849;1680441257000;1000;0.001614;=(B7662-B7661);297.78;3.234
125864;1680441258000;1000;0.001585;=(B7663-B7662);294.48;3.261
125882;1680441259000;1000;0.001554;=(B7664-B7663);291.05;3.094
125897;1680441260000;1000;0.001639;=(B7665-B7664);287.05;3.176
125915;1680441261000;1000;0.001588;=(B7666-B7665);282.32;3.143
125930;1680441262000;1000;0.001541;=(B7667-B7666);279.06;3.151
125948;1680441263000;1000;0.001578;=(B7668-B7667);275.81;3.13
125963;1680441264000;1000;0.001434;=(B7669-B7668);273.03;2.973
125981;1680441265000;1000;0.001493;=(B7670-B7669);262.64;3.027
125996;1680441266000;1000;0.001510;=(B7671-B7670);259.89;3.02
126014;1680441267000;1000;0.001401;=(B7672-B7671);257.19;3.042
126029;1680441268000;1000;0.001233;=(B7673-B7672);251.33;2.913
126044;1680441269000;1000;0.001405;=(B7674-B7673);248.04;2.97
126062;1680441270000;1000;0.001413;=(B7675-B7674);243.98;2.877
126077;1680441271000;1000;0.001329;=(B7676-B7675);242.85;2.779
126095;1680441272000;1000;0.001382;=(B7677-B7676);237.97;2.849
126110;1680441273000;1000;0.001341;=(B7678-B7677);234.32;2.705
126128;1680441274000;1000;0.001328;=(B7679-B7678);234.7;2.731
126143;1680441275000;1000;0.001298;=(B7680-B7679);234.94;2.665
126161;1680441276000;1000;0.001287;=(B7681-B7680);234.09;2.671
126176;1680441277000;1000;0.001255;=(B7682-B7681);234.68;2.609
126194;1680441278000;1000;0.001256;=(B7683-B7682);234.84;2.575
126209;1680441279000;1000;0.001229;=(B7684-B7683);236.39;2.458
126227;1680441280000;1000;0.001247;=(B7685-B7684);237.92;2.447
126242;1680441281000;1000;0.001237;=(B7686-B7685);238.35;2.571
126260;1680441282000;1000;0.001262;=(B7687-B7686);239.4;2.556
126275;1680441283000;1000;0.001206;=(B7688-B7687);240.46;2.445
126290;1680441284000;1000;0.001202;=(B7689-B7688);241.06;2.369
126308;1680441285000;1000;0.001167;=(B7690-B7689);240.71;2.383
126323;1680441286000;1000;0.001207;=(B7691-B7690);240.18;2.445
126341;1680441287000;1000;0.001248;=(B7692-B7691);241.37;2.364
126356;1680441288000;1000;0.001187;=(B7693-B7692);239.05;2.406
126374;1680441289000;1000;0.001200;=(B7694-B7693);239.68;2.327
126389;1680441290000;1000;0.001196;=(B7695-B7694);239.25;2.449
126407;1680441291000;1000;0.001266;=(B7696-B7695);235.82;2.41
126422;1680441292000;1000;0.001091;=(B7697-B7696);236.64;2.213
126440;1680441293000;1000;0.001139;=(B7698-B7697);234.73;2.316
126455;1680441294000;1000;0.001124;=(B7699-B7698);235.45;2.256
126473;1680441295000;1000;0.001074;=(B7700-B7699);234.94;2.293
126488;1680441296000;1000;0.001100;=(B7701-B7700);233.82;2.181
126506;1680441297000;1000;0.001156;=(B7702-B7701);233.05;2.136
126521;1680441298000;1000;0.001136;=(B7703-B7702);233.2;2.229
126536;1680441299000;1000;0.001105;=(B7704-B7703);231.8;2.147
126554;1680441300000;1000;0.001049;=(B7705-B7704);232.1;2.161
126569;1680441301000;1000;0.001019;=(B7706-B7705);229.74;2.206
126587;1680441302000;1000;0.001060;=(B7707-B7706);231.81;2.167
126602;1680441303000;1000;0.001058;=(B7708-B7707);231.5;2.08
126620;1680441304000;1000;0.001082;=(B7709-B7708);232.91;2.131
126635;1680441305000;1000;0.000965;=(B7710-B7709);233.22;1.962
126653;1680441306000;1000;0.000949;=(B7711-B7710);234.95;2.073
126668;1680441307000;1000;0.001017;=(B7712-B7711);233.39;2.002
126686;1680441308000;1000;0.000987;=(B7713-B7712);234.47;2.095
126701;1680441309000;1000;0.000956;=(B7714-B7713);233.96;1.971
126719;1680441310000;1000;0.000921;=(B7715-B7714);236.08;1.908
126734;1680441311000;1000;0.000951;=(B7716-B7715);239.2;1.927
126752;1680441312000;1000;0.000974;=(B7717-B7716);240.42;1.907
126767;1680441313000;1000;0.000994;=(B7718-B7717);240.07;1.904
126782;1680441314000;1000;0.001008;=(B7719-B7718);242.01;1.903
126800;1680441315000;1000;0.000925;=(B7720-B7719);241.0;1.963
126815;1680441316000;1000;0.000963;=(B7721-B7720);240.08;1.949
126833;1680441317000;1000;0.000963;=(B7722-B7721);241.32;1.937
126848;1680441318000;1000;0.001016;=(B7723-B7722);242.06;2.012
126866;1680441319000;1000;0.000978;=(B7724-B7723);241.2;1.915
126881;1680441320000;1000;0.000963;=(B7725-B7724);240.28;1.909
126899;1680441321000;1000;0.000978;=(B7726-B7725);238.86;1.943
126914;1680441322000;1000;0.000896;=(B7727-B7726);239.34;1.81
126932;1680441323000;1000;0.000946;=(B7728-B7727);239.48;1.805
126947;1680441324000;1000;0.000840;=(B7729-B7728);237.12;1.802
126965;1680441325000;1000;0.000882;=(B7730-B7729);235.76;1.88
126980;1680441326000;1000;0.000885;=(B7731-B7730);235.95;1.758
126998;1680441327000;1000;0.000955;=(B7732-B7731);239.28;1.832
127013;1680441328000;1000;0.000835;=(B7733-B7732);238.21;1.695
127031;1680441329000;1000;0.000822;=(B7734-B7733);237.48;1.697
127046;1680441330000;1000;0.000784;=(B7735-B7734);238.08;1.656
127061;1680441331000;1000;0.000815;=(B7736-B7735);238.39;1.721
127079;1680441332000;1000;0.000829;=(B7737-B7736);241.63;1.64
127094;1680441333000;1000;0.000801;=(B7738-B7737);242.81;1.661
127112;1680441334000;1000;0.000759;=(B7739-B7738);245.46;1.591
127127;1680441335000;1000;0.000741;=(B7740-B7739);244.9;1.609
127145;1680441336000;1000;0.000866;=(B7741-B7740);246.0;1.68
127160;1680441337000;1000;0.000892;=(B7742-B7741);243.97;1.621
127178;1680441338000;1000;0.000873;=(B7743-B7742);243.71;1.588
127193;1680441339000;1000;0.000694;=(B7744-B7743);;1.329
127211;1680441340000;1000;0.000734;=(B7745-B7744);243.31;1.524
127226;1680441341000;1000;0.000830;=(B7746-B7745);240.39;1.605
127244;1680441342000;1000;0.000645;=(B7747-B7746);;1.314
127259;1680441343000;1000;0.000761;=(B7748-B7747);245.44;1.484
127277;1680441344000;1000;0.001056;=(B7749-B7748);249.7;1.311
127292;1680441345000;1000;0.001184;=(B7750-B7749);251.39;1.288
127307;1680441346000;1000;0.000883;=(B7751-B7750);255.83;1.3
127325;1680441347000;1000;0.000701;=(B7752-B7751);260.54;1.242
127340;1680441348000;1000;0.000634;=(B7753-B7752);262.94;1.215
127358;1680441349000;1000;0.000583;=(B7754-B7753);270.08;1.189
127373;1680441350000;1000;0.000574;=(B7755-B7754);273.07;1.243
127391;1680441351000;1000;0.000595;=(B7756-B7755);274.01;1.119
127406;1680441352000;1000;0.000546;=(B7757-B7756);276.25;1.104
127424;1680441353000;1000;0.000457;=(B7758-B7757);;0.966
127439;1680441354000;1000;0.000451;=(B7759-B7758);280.72;1.052
127457;1680441355000;1000;0.000499;=(B7760-B7759);;1.048
127472;1680441356000;1000;0.000488;=(B7761-B7760);;1.027
127490;1680441357000;1000;0.000385;=(B7762-B7761);288.29;1.039
127505;1680441358000;1000;0.000408;=(B7763-B7762);292.42;0.953
127523;1680441359000;1000;0.000477;=(B7764-B7763);300.48;0.997
127538;1680441360000;1000;0.000444;=(B7765-B7764);;0.865
127553;1680441361000;1000;0.000471;=(B7766-B7765);;0.982
127571;1680441362000;1000;0.000488;=(B7767-B7766);;0.897
127586;1680441363000;1000;0.000441;=(B7768-B7767);;0.739
127604;1680441364000;1000;0.000502;=(B7769-B7768);310.3;0.886
127619;1680441365000;1000;0.000498;=(B7770-B7769);;0.876
127637;1680441366000;1000;0.000481;=(B7771-B7770);;0.777
127652;1680441367000;1000;0.000477;=(B7772-B7771);;0.783
127670;1680441368000;1000;0.000374;=(B7773-B7772);;0.823
127685;1680441369000;1000;0.000434;=(B7774-B7773);;0.793
127703;1680441370000;1000;0.000339;=(B7775-B7774);;0.712
127718;1680441371000;1000;0.000313;=(B7776-B7775);;0.672
127736;1680441372000;1000;0.000403;=(B7777-B7776);;0.671
127751;1680441373000;1000;0.000383;=(B7778-B7777);;0.722
127769;1680441374000;1000;0.000374;=(B7779-B7778);;0.728
127784;1680441375000;1000;0.000345;=(B7780-B7779);;0.552
127799;1680441376000;1000;0.000299;=(B7781-B7780);;0.65
127817;1680441377000;1000;0.000250;=(B7782-B7781);;0.542
127832;1680441378000;1000;0.000244;=(B7783-B7782);;0.458
127850;1680441379000;1000;0.000305;=(B7784-B7783);;0.641
127865;1680441380000;1000;0.000195;=(B7785-B7784);;0.587
127883;1680441381000;1000;0.000250;=(B7786-B7785);;0.537
127898;1680441382000;1000;0.000261;=(B7787-B7786);;0.473
127916;1680441383000;1000;0.000229;=(B7788-B7787);;0.313
127931;1680441384000;1000;0.000167;=(B7789-B7788);;0.317
127949;1680441385000;1000;0.000131;=(B7790-B7789);;0.151
127964;1680441386000;1000;0.000102;=(B7791-B7790);;0.166
127982;1680441387000;1000;0.000031;=(B7792-B7791);;0.059
127997;1680441388000;1000;0.000075;=(B7793-B7792);;0.012
128015;1680441389000;1000;0.000122;=(B7794-B7793);;0.124
128030;1680441390000;1000;0.000112;=(B7795-B7794);;0.106
128048;1680441391000;1000;0.000037;=(B7796-B7795);;0.058
128063;1680441392000;1000;0.000084;=(B7797-B7796);;0.044
128078;1680441393000;1000;0.000114;=(B7798-B7797);;0.109
128096;1680441394000;1000;0.000022;=(B7799-B7798);;0.074
128111;1680441395000;1000;0.000167;=(B7800-B7799);;0.163
128129;1680441396000;1000;0.000057;=(B7801-B7800);;0.066
128144;1680441397000;1000;0.000077;=(B7802-B7801);;0.272
128162;1680441398000;1000;0.000269;=(B7803-B7802);;0.443
128177;1680441399000;1000;0.000304;=(B7804-B7803);;0.479
128195;1680441400000;1000;0.000145;=(B7805-B7804);;0.096
128210;1680441401000;1000;0.000195;=(B7806-B7805);;0.014
128228;1680441402000;1000;0.000156;=(B7807-B7806);;0.078
128243;1680441403000;1000;0.000143;=(B7808-B7807);;0.012
128261;1680441404000;1000;0.000156;=(B7809-B7808);;0.039
128276;1680441405000;1000;0.000150;=(B7810-B7809);;0.024
128294;1680441406000;1000;0.000144;=(B7811-B7810);;0.027
128309;1680441407000;1000;0.000053;=(B7812-B7811);;0.059
128324;1680441408000;1000;0.000073;=(B7813-B7812);;0.096
128342;1680441409000;1000;0.000073;=(B7814-B7813);;0.021
128357;1680441410000;1000;0.000057;=(B7815-B7814);;0.101
128375;1680441411000;1000;0.000135;=(B7816-B7815);;0.048
128390;1680441412000;1000;0.000000;=(B7817-B7816);;0.076
128408;1680441413000;1000;0.000042;=(B7818-B7817);;0.046
128423;1680441414000;1000;0.000053;=(B7819-B7818);;0.055
128441;1680441415000;1000;0.000050;=(B7820-B7819);;0.088
128456;1680441416000;1000;0.000115;=(B7821-B7820);;0.133
128474;1680441417000;1000;0.000136;=(B7822-B7821);;0.071
128489;1680441418000;1000;0.000158;=(B7823-B7822);;0.094
128507;1680441419000;1000;0.000084;=(B7824-B7823);;0.045
128522;1680441420000;1000;0.000038;=(B7825-B7824);;0.059
128540;1680441421000;1000;0.000100;=(B7826-B7825);;0.108
128555;1680441422000;1000;0.000078;=(B7827-B7826);;0.115
128570;1680441423000;1000;0.000084;=(B7828-B7827);;0.059
128588;1680441424000;1000;0.000194;=(B7829-B7828);;0.061
128603;1680441425000;1000;0.000045;=(B7830-B7829);;0.029
128621;1680441426000;1000;0.000100;=(B7831-B7830);;0.069
128636;1680441427000;1000;0.000167;=(B7832-B7831);;0.036
128654;1680441428000;1000;0.000090;=(B7833-B7832);;0.099
128669;1680441429000;1000;0.000084;=(B7834-B7833);;0.056
128687;1680441430000;1000;0.000031;=(B7835-B7834);;0.003
128702;1680441431000;1000;0.000053;=(B7836-B7835);;0.073
128720;1680441432000;1000;0.000039;=(B7837-B7836);;0.112
128735;1680441433000;1000;0.000144;=(B7838-B7837);;0.117
128753;1680441434000;1000;0.000042;=(B7839-B7838);;0.106
128768;1680441435000;1000;0.000019;=(B7840-B7839);;0.031
128786;1680441436000;1000;0.000031;=(B7841-B7840);;0.03
128801;1680441437000;1000;0.000050;=(B7842-B7841);;0.046
128816;1680441438000;1000;0.000031;=(B7843-B7842);;0.022
128834;1680441439000;1000;0.000045;=(B7844-B7843);;0.085
128849;1680441440000;1000;0.000093;=(B7845-B7844);;0.077
128867;1680441441000;1000;0.000039;=(B7846-B7845);;0.088
128882;1680441442000;1000;0.000050;=(B7847-B7846);;0.023
128900;1680441443000;1000;0.000022;=(B7848-B7847);;0.066
128915;1680441444000;1000;0.000061;=(B7849-B7848);;0.079
128933;1680441445000;1000;0.000057;=(B7850-B7849);;0.066
128948;1680441446000;1000;0.000037;=(B7851-B7850);;0.029
128966;1680441447000;1000;0.000025;=(B7852-B7851);;0.036
128981;1680441448000;1000;0.000053;=(B7853-B7852);;0.055
128999;1680441449000;1000;0.000056;=(B7854-B7853);;0.034
129014;1680441450000;1000;0.000025;=(B7855-B7854);;0.037
129032;1680441451000;1000;0.000013;=(B7856-B7855);;0.076
129047;1680441452000;1000;0.000039;=(B7857-B7856);;0.043
129062;1680441453000;1000;0.000065;=(B7858-B7857);;0.046
129080;1680441454000;1000;0.000062;=(B7859-B7858);;0.081
129095;1680441455000;1000;0.000075;=(B7860-B7859);;0.063
129113;1680441456000;1000;0.000106;=(B7861-B7860);;0.062
129128;1680441457000;1000;0.000056;=(B7862-B7861);;0.029
129146;1680441458000;1000;0.000019;=(B7863-B7862);;0.028
129161;1680441459000;1000;0.000105;=(B7864-B7863);;0.066
129179;1680441460000;1000;0.000022;=(B7865-B7864);;0.032
129194;1680441461000;1000;0.000038;=(B7866-B7865);;0.037
129212;1680441462000;1000;0.000061;=(B7867-B7866);;0.029
129227;1680441463000;1000;0.000019;=(B7868-B7867);;0.081
129245;1680441464000;1000;0.000025;=(B7869-B7868);;0.073
129260;1680441465000;1000;0.000074;=(B7870-B7869);;0.067
129278;1680441466000;1000;0.000114;=(B7871-B7870);;0.078
129293;1680441467000;1000;0.000075;=(B7872-B7871);;0.096
129308;1680441468000;1000;0.000039;=(B7873-B7872);;0.064
129326;1680441469000;1000;0.000022;=(B7874-B7873);;0.062
129341;1680441470000;1000;0.000050;=(B7875-B7874);;0.081
129359;1680441471000;1000;0.000042;=(B7876-B7875);;0.045
129374;1680441472000;1000;0.000062;=(B7877-B7876);;0.094
129392;1680441473000;1000;0.000075;=(B7878-B7877);;0.056
129407;1680441474000;1000;0.000067;=(B7879-B7878);;0.059
129425;1680441475000;1000;0.000084;=(B7880-B7879);;0.126
129440;1680441476000;1000;0.000093;=(B7881-B7880);;0.064
129458;1680441477000;1000;0.000075;=(B7882-B7881);;0.056
129473;1680441478000;1000;0.000039;=(B7883-B7882);;0.069
129491;1680441479000;1000;0.000039;=(B7884-B7883);;0.051
129506;1680441480000;1000;0.000090;=(B7885-B7884);;0.027
129524;1680441481000;1000;0.000061;=(B7886-B7885);;0.034
129539;1680441482000;1000;0.000100;=(B7887-B7886);;0.094
129554;1680441483000;1000;0.000117;=(B7888-B7887);;0.134
129572;1680441484000;1000;0.000065;=(B7889-B7888);;0.031
129587;1680441485000;1000;0.000042;=(B7890-B7889);;0.045
129605;1680441486000;1000;0.000075;=(B7891-B7890);;0.027
129620;1680441487000;1000;0.000057;=(B7892-B7891);;0.05
129638;1680441488000;1000;0.000022;=(B7893-B7892);;0.119
129653;1680441489000;1000;0.000031;=(B7894-B7893);;0.077
129671;1680441490000;1000;0.000050;=(B7895-B7894);;0.066
129686;1680441491000;1000;0.000105;=(B7896-B7895);;0.052
129704;1680441492000;1000;0.000061;=(B7897-B7896);;0.057
129719;1680441493000;1000;0.000100;=(B7898-B7897);;0.049
129737;1680441494000;1000;0.000022;=(B7899-B7898);;0.043
129752;1680441495000;1000;0.000062;=(B7900-B7899);;0.06
129770;1680441496000;1000;0.000013;=(B7901-B7900);;0.051
129785;1680441497000;1000;0.000042;=(B7902-B7901);;0.084
129800;1680441498000;1000;0.000022;=(B7903-B7902);;0.07
129818;1680441499000;1000;0.000042;=(B7904-B7903);;0.042
129833;1680441500000;1000;0.000067;=(B7905-B7904);;0.101
129851;1680441501000;1000;0.000053;=(B7906-B7905);;0.091
129866;1680441502000;1000;0.000053;=(B7907-B7906);;0.137
129884;1680441503000;1000;0.000042;=(B7908-B7907);;0.014
129899;1680441504000;1000;0.000050;=(B7909-B7908);;0.052
129917;1680441505000;1000;0.000031;=(B7910-B7909);;0.059
129932;1680441506000;1000;0.000053;=(B7911-B7910);;0.02
129950;1680441507000;1000;0.000073;=(B7912-B7911);;0.11
129965;1680441508000;1000;0.000053;=(B7913-B7912);;0.042
129983;1680441509000;1000;0.000075;=(B7914-B7913);;0.026
129998;1680441510000;1000;0.000090;=(B7915-B7914);;0.022
130016;1680441511000;1000;0.000107;=(B7916-B7915);;0.054
130031;1680441512000;1000;0.000084;=(B7917-B7916);;0.059
130049;1680441513000;1000;0.000088;=(B7918-B7917);;0.067
130064;1680441514000;1000;0.000065;=(B7919-B7918);;0.025
130079;1680441515000;1000;0.000045;=(B7920-B7919);;0.047
130097;1680441516000;1000;0.000037;=(B7921-B7920);;0.044
130112;1680441517000;1000;0.000025;=(B7922-B7921);;0.062
130130;1680441518000;1000;0.000025;=(B7923-B7922);;0.062
130145;1680441519000;1000;0.000031;=(B7924-B7923);;0.058
130163;1680441520000;1000;0.000022;=(B7925-B7924);;0.018
130178;1680441521000;1000;0.000073;=(B7926-B7925);;0.031
130196;1680441522000;1000;0.000037;=(B7927-B7926);;0.019
130211;1680441523000;1000;0.000050;=(B7928-B7927);;0.021
130229;1680441524000;1000;0.000088;=(B7929-B7928);;0.056
130244;1680441525000;1000;0.000045;=(B7930-B7929);;0.041
130262;1680441526000;1000;0.000039;=(B7931-B7930);;0.055
130277;1680441527000;1000;0.000078;=(B7932-B7931);;0.026
130295;1680441528000;1000;0.000078;=(B7933-B7932);;0.013
130310;1680441529000;1000;0.000061;=(B7934-B7933);;0.058
130325;1680441530000;1000;0.000053;=(B7935-B7934);;0.06
130343;1680441531000;1000;0.000067;=(B7936-B7935);;0.073
130358;1680441532000;1000;0.000042;=(B7937-B7936);;0.055
130376;1680441533000;1000;0.000042;=(B7938-B7937);;0.082
130391;1680441534000;1000;0.000039;=(B7939-B7938);;0.094
130409;1680441535000;1000;0.000022;=(B7940-B7939);;0.111
130424;1680441536000;1000;0.000045;=(B7941-B7940);;0.081
130442;1680441537000;1000;0.000114;=(B7942-B7941);;0.044
130457;1680441538000;1000;0.000075;=(B7943-B7942);;0.056
130475;1680441539000;1000;0.000067;=(B7944-B7943);;0.039
130490;1680441540000;1000;0.000075;=(B7945-B7944);;0.019
130508;1680441541000;1000;0.000057;=(B7946-B7945);;0.084
130523;1680441542000;1000;0.000013;=(B7947-B7946);;0.033
130541;1680441543000;1000;0.000037;=(B7948-B7947);;0.075
130556;1680441544000;1000;0.000013;=(B7949-B7948);;0.05
130571;1680441545000;1000;0.000019;=(B7950-B7949);;0.043
130589;1680441546000;1000;0.000083;=(B7951-B7950);;0.06
130604;1680441547000;1000;0.000067;=(B7952-B7951);;0.097
130622;1680441548000;1000;0.000045;=(B7953-B7952);;0.103
130637;1680441549000;1000;0.000042;=(B7954-B7953);;0.113
130655;1680441550000;1000;0.000063;=(B7955-B7954);;0.085
130670;1680441551000;1000;0.000062;=(B7956-B7955);;0.1
130688;1680441552000;1000;0.000050;=(B7957-B7956);;0.066
130703;1680441553000;1000;0.000084;=(B7958-B7957);;0.099
130721;1680441554000;1000;0.000090;=(B7959-B7958);;0.084
130736;1680441555000;1000;0.000022;=(B7960-B7959);;0.065
130754;1680441556000;1000;0.000083;=(B7961-B7960);;0.093
130769;1680441557000;1000;0.000062;=(B7962-B7961);;0.026
130787;1680441558000;1000;0.000067;=(B7963-B7962);;0.074
130802;1680441559000;1000;0.000037;=(B7964-B7963);;0.027
130817;1680441560000;1000;0.000053;=(B7965-B7964);;0.047
130835;1680441561000;1000;0.000084;=(B7966-B7965);;0.118
130850;1680441562000;1000;0.000053;=(B7967-B7966);;0.085
130868;1680441563000;1000;0.000074;=(B7968-B7967);;0.004
130883;1680441564000;1000;0.000031;=(B7969-B7968);;0.147
130901;1680441565000;1000;0.000096;=(B7970-B7969);;0.252
130916;1680441566000;1000;0.000155;=(B7971-B7970);;0.209
130934;1680441567000;1000;0.000056;=(B7972-B7971);;0.09
130949;1680441568000;1000;0.000057;=(B7973-B7972);;0.071
130967;1680441569000;1000;0.000075;=(B7974-B7973);;0.139
130982;1680441570000;1000;0.000056;=(B7975-B7974);;0.08
131000;1680441571000;1000;0.000090;=(B7976-B7975);;0.077
131015;1680441572000;1000;0.000042;=(B7977-B7976);;0.085
131033;1680441573000;1000;0.000053;=(B7978-B7977);;0.068
131048;1680441574000;1000;0.000045;=(B7979-B7978);;0.068
131066;1680441575000;1000;0.000090;=(B7980-B7979);;0.042
